Day	Weather	Holiday	FoodItem	QuantitySold
Thursday	Sunny	No	Pani Puri	198
Friday	Rainy	Yes	Mirchi Bhajji	105
Sunday	Cloudy	No	Biryani	107
Wednesday	Rainy	Yes	Idli	28
Saturday	Rainy	No	Mirchi Bhajji	140
Thursday	Sunny	Yes	Mirchi Bhajji	111
Saturday	Cloudy	No	Biryani	130
Tuesday	Sunny	No	Punukulu	172
Monday	Rainy	Yes	Idli	183
Wednesday	Rainy	No	Mysore Bonda	136
Saturday	Cloudy	Yes	Pani Puri	270
Sunday	Rainy	No	Pani Puri	54
Friday	Rainy	Yes	Pesarattu	251
Wednesday	Rainy	Yes	Samosa	52
Thursday	Rainy	Yes	Mirchi Bhajji	253
Monday	Sunny	No	Idli	201
Thursday	Rainy	No	Mirchi Bhajji	73
Monday	Sunny	No	Punukulu	169
Saturday	Sunny	Yes	Dosa	35
Sunday	Sunny	Yes	Pani Puri	223
Tuesday	Sunny	Yes	Idli	149
Saturday	Rainy	Yes	Punukulu	258
Tuesday	Sunny	Yes	Biryani	261
Saturday	Rainy	Yes	Samosa	107
Saturday	Cloudy	Yes	Mirchi Bhajji	200
Sunday	Cloudy	No	Idli	114
Monday	Cloudy	Yes	Biryani	52
Friday	Cloudy	Yes	Punukulu	171
Tuesday	Rainy	No	Pesarattu	55
Thursday	Rainy	Yes	Mysore Bonda	240
Sunday	Sunny	No	Pani Puri	53
Tuesday	Rainy	No	Pani Puri	189
Monday	Rainy	Yes	Biryani	206
Monday	Sunny	Yes	Pesarattu	295
Sunday	Cloudy	Yes	Idli	239
Tuesday	Sunny	Yes	Biryani	127
Thursday	Sunny	No	Idli	86
Tuesday	Cloudy	Yes	Idli	290
Tuesday	Sunny	Yes	Pesarattu	92
Sunday	Rainy	No	Dosa	253
Wednesday	Sunny	Yes	Mirchi Bhajji	92
Sunday	Rainy	Yes	Samosa	232
Saturday	Cloudy	Yes	Samosa	236
Sunday	Cloudy	No	Punukulu	261
Saturday	Rainy	No	Biryani	147
Tuesday	Sunny	No	Pani Puri	162
Wednesday	Sunny	Yes	Mirchi Bhajji	70
Thursday	Cloudy	No	Mysore Bonda	22
Monday	Rainy	No	Pesarattu	189
Friday	Sunny	Yes	Pani Puri	68
Thursday	Cloudy	No	Idli	231
Sunday	Rainy	Yes	Punukulu	21
Friday	Sunny	No	Samosa	80
Wednesday	Sunny	No	Biryani	228
Friday	Rainy	No	Samosa	119
Monday	Cloudy	Yes	Pani Puri	210
Tuesday	Rainy	Yes	Idli	88
Saturday	Rainy	Yes	Pani Puri	277
Sunday	Rainy	Yes	Mysore Bonda	247
Saturday	Cloudy	Yes	Pani Puri	158
Saturday	Sunny	No	Mysore Bonda	227
Tuesday	Cloudy	Yes	Pani Puri	43
Sunday	Sunny	Yes	Samosa	188
Sunday	Sunny	No	Pani Puri	279
Saturday	Cloudy	Yes	Mysore Bonda	248
Saturday	Rainy	Yes	Mirchi Bhajji	40
Tuesday	Sunny	No	Pesarattu	292
Friday	Sunny	Yes	Biryani	150
Wednesday	Rainy	Yes	Mysore Bonda	80
Sunday	Rainy	No	Samosa	178
Sunday	Sunny	Yes	Dosa	208
Saturday	Cloudy	No	Pani Puri	112
Monday	Cloudy	No	Mirchi Bhajji	246
Wednesday	Cloudy	No	Samosa	74
Saturday	Sunny	No	Punukulu	134
Monday	Rainy	No	Pani Puri	259
Thursday	Sunny	No	Pesarattu	186
Sunday	Rainy	Yes	Samosa	219
Monday	Rainy	No	Punukulu	257
Monday	Sunny	No	Idli	112
Monday	Sunny	Yes	Mirchi Bhajji	287
Friday	Cloudy	Yes	Biryani	283
Tuesday	Cloudy	No	Mirchi Bhajji	56
Tuesday	Rainy	Yes	Biryani	273
Wednesday	Cloudy	Yes	Samosa	146
Saturday	Rainy	No	Idli	258
Monday	Rainy	No	Mirchi Bhajji	44
Sunday	Sunny	Yes	Punukulu	268
Saturday	Rainy	No	Idli	282
Wednesday	Rainy	No	Punukulu	73
Friday	Cloudy	Yes	Mysore Bonda	222
Saturday	Sunny	Yes	Biryani	22
Thursday	Sunny	No	Pesarattu	172
Sunday	Cloudy	No	Mysore Bonda	149
Sunday	Cloudy	No	Samosa	42
Thursday	Cloudy	Yes	Mirchi Bhajji	89
Thursday	Rainy	No	Pesarattu	138
Wednesday	Cloudy	No	Samosa	220
Monday	Rainy	No	Dosa	194
Friday	Rainy	Yes	Punukulu	188
Saturday	Rainy	Yes	Mysore Bonda	239
Wednesday	Rainy	No	Mysore Bonda	279
Sunday	Sunny	No	Pani Puri	233
Saturday	Rainy	Yes	Mirchi Bhajji	264
Friday	Cloudy	Yes	Pesarattu	39
Thursday	Rainy	Yes	Biryani	246
Saturday	Rainy	Yes	Mysore Bonda	258
Thursday	Sunny	Yes	Pani Puri	33
Saturday	Rainy	Yes	Mysore Bonda	280
Friday	Sunny	No	Idli	96
Tuesday	Sunny	No	Pesarattu	26
Tuesday	Sunny	No	Pani Puri	86
Friday	Cloudy	Yes	Idli	134
Monday	Sunny	No	Pani Puri	120
Tuesday	Cloudy	Yes	Pani Puri	189
Sunday	Sunny	No	Mysore Bonda	99
Wednesday	Rainy	Yes	Dosa	91
Tuesday	Sunny	No	Mysore Bonda	269
Monday	Cloudy	No	Pani Puri	37
Friday	Sunny	No	Pani Puri	208
Wednesday	Rainy	No	Biryani	96
Monday	Sunny	No	Samosa	260
Wednesday	Sunny	Yes	Mirchi Bhajji	178
Wednesday	Cloudy	No	Mysore Bonda	220
Monday	Sunny	Yes	Punukulu	147
Saturday	Rainy	Yes	Idli	264
Saturday	Rainy	Yes	Mirchi Bhajji	186
Monday	Cloudy	No	Samosa	98
Tuesday	Sunny	Yes	Biryani	206
Thursday	Cloudy	No	Mirchi Bhajji	200
Tuesday	Rainy	Yes	Pesarattu	209
Wednesday	Cloudy	No	Pani Puri	46
Tuesday	Cloudy	Yes	Pani Puri	239
Monday	Cloudy	No	Mysore Bonda	295
Friday	Rainy	No	Dosa	138
Saturday	Sunny	No	Mirchi Bhajji	118
Friday	Rainy	Yes	Pesarattu	230
Monday	Sunny	Yes	Dosa	224
Friday	Cloudy	Yes	Mirchi Bhajji	28
Tuesday	Rainy	Yes	Idli	51
Friday	Cloudy	No	Pani Puri	31
Thursday	Sunny	No	Biryani	241
Saturday	Cloudy	Yes	Samosa	194
Saturday	Sunny	Yes	Biryani	48
Tuesday	Rainy	Yes	Pesarattu	178
Friday	Sunny	No	Mirchi Bhajji	263
Tuesday	Sunny	No	Idli	57
Friday	Rainy	Yes	Dosa	138
Friday	Rainy	Yes	Idli	213
Sunday	Rainy	Yes	Samosa	21
Sunday	Cloudy	Yes	Biryani	265
Monday	Sunny	Yes	Mirchi Bhajji	41
Sunday	Sunny	Yes	Idli	281
Tuesday	Rainy	No	Mysore Bonda	163
Tuesday	Cloudy	Yes	Pani Puri	166
Friday	Rainy	No	Mysore Bonda	297
Friday	Cloudy	Yes	Punukulu	94
Monday	Cloudy	Yes	Idli	101
Saturday	Rainy	Yes	Samosa	105
Thursday	Rainy	Yes	Pesarattu	152
Thursday	Rainy	No	Pani Puri	277
Friday	Cloudy	Yes	Pesarattu	271
Thursday	Sunny	No	Biryani	238
Sunday	Cloudy	No	Idli	151
Sunday	Cloudy	Yes	Pani Puri	256
Tuesday	Cloudy	No	Pesarattu	260
Thursday	Rainy	No	Biryani	246
Monday	Rainy	No	Mirchi Bhajji	182
Thursday	Cloudy	No	Biryani	242
Monday	Sunny	No	Idli	299
Wednesday	Sunny	No	Punukulu	51
Sunday	Rainy	Yes	Punukulu	95
Thursday	Rainy	Yes	Mirchi Bhajji	151
Monday	Cloudy	Yes	Biryani	194
Tuesday	Cloudy	Yes	Punukulu	237
Monday	Cloudy	No	Mirchi Bhajji	297
Friday	Sunny	Yes	Samosa	225
Thursday	Cloudy	No	Pani Puri	52
Tuesday	Cloudy	Yes	Samosa	109
Sunday	Cloudy	Yes	Punukulu	204
Tuesday	Cloudy	No	Samosa	224
Sunday	Sunny	Yes	Samosa	153
Friday	Sunny	No	Biryani	80
Thursday	Sunny	No	Mysore Bonda	72
Wednesday	Sunny	Yes	Mysore Bonda	259
Saturday	Sunny	Yes	Mysore Bonda	166
Monday	Cloudy	Yes	Dosa	237
Friday	Rainy	No	Mysore Bonda	214
Thursday	Rainy	Yes	Pesarattu	231
Monday	Rainy	Yes	Pani Puri	54
Monday	Sunny	Yes	Biryani	260
Monday	Sunny	No	Punukulu	205
Monday	Rainy	Yes	Biryani	210
Monday	Sunny	No	Pesarattu	262
Tuesday	Rainy	Yes	Idli	36
Monday	Sunny	Yes	Mysore Bonda	206
Friday	Rainy	No	Pesarattu	255
Saturday	Rainy	No	Dosa	236
Wednesday	Rainy	No	Pesarattu	150
Sunday	Sunny	No	Idli	216
Saturday	Rainy	No	Idli	48
Wednesday	Sunny	No	Pesarattu	77
Wednesday	Rainy	Yes	Mysore Bonda	169
Monday	Rainy	No	Samosa	116
Tuesday	Cloudy	Yes	Mysore Bonda	236
Sunday	Cloudy	No	Mirchi Bhajji	293
Monday	Rainy	No	Biryani	291
Wednesday	Cloudy	No	Samosa	254
Wednesday	Rainy	Yes	Pani Puri	286
Wednesday	Rainy	No	Punukulu	280
Monday	Cloudy	No	Biryani	283
Monday	Sunny	No	Punukulu	225
Tuesday	Cloudy	Yes	Pani Puri	247
Wednesday	Cloudy	No	Biryani	243
Tuesday	Sunny	No	Pani Puri	144
Wednesday	Sunny	No	Samosa	69
Monday	Sunny	Yes	Punukulu	210
Sunday	Rainy	Yes	Punukulu	148
Thursday	Rainy	No	Punukulu	184
Friday	Sunny	Yes	Samosa	144
Wednesday	Rainy	No	Samosa	276
Saturday	Sunny	Yes	Mysore Bonda	121
Saturday	Cloudy	Yes	Biryani	99
Tuesday	Rainy	No	Pesarattu	99
Wednesday	Rainy	No	Idli	24
Wednesday	Cloudy	No	Punukulu	103
Sunday	Rainy	No	Punukulu	72
Saturday	Rainy	Yes	Samosa	164
Thursday	Rainy	No	Punukulu	163
Thursday	Cloudy	No	Biryani	170
Tuesday	Rainy	Yes	Mysore Bonda	73
Thursday	Rainy	No	Mysore Bonda	112
Monday	Cloudy	No	Samosa	254
Tuesday	Cloudy	No	Punukulu	44
Sunday	Cloudy	No	Idli	112
Thursday	Cloudy	No	Punukulu	285
Saturday	Rainy	No	Punukulu	288
Thursday	Cloudy	No	Pesarattu	162
Wednesday	Rainy	No	Mysore Bonda	170
Monday	Sunny	No	Biryani	79
Friday	Sunny	Yes	Mirchi Bhajji	21
Saturday	Cloudy	No	Idli	252
Wednesday	Rainy	Yes	Dosa	148
Thursday	Sunny	Yes	Samosa	98
Sunday	Cloudy	No	Pesarattu	265
Friday	Sunny	No	Pani Puri	228
Monday	Sunny	No	Mirchi Bhajji	225
Tuesday	Rainy	Yes	Dosa	51
Sunday	Cloudy	Yes	Mirchi Bhajji	191
Friday	Cloudy	Yes	Pani Puri	138
Monday	Cloudy	Yes	Idli	86
Thursday	Rainy	No	Dosa	147
Monday	Sunny	No	Idli	271
Monday	Rainy	No	Idli	165
Wednesday	Cloudy	No	Mirchi Bhajji	116
Sunday	Sunny	Yes	Idli	59
Tuesday	Rainy	Yes	Mysore Bonda	298
Sunday	Sunny	No	Punukulu	44
Thursday	Cloudy	Yes	Pani Puri	172
Wednesday	Rainy	No	Punukulu	225
Thursday	Sunny	No	Mirchi Bhajji	186
Saturday	Cloudy	Yes	Punukulu	34
Tuesday	Rainy	Yes	Pani Puri	91
Monday	Sunny	No	Mirchi Bhajji	41
Wednesday	Rainy	No	Mirchi Bhajji	289
Sunday	Cloudy	Yes	Punukulu	276
Tuesday	Rainy	No	Mysore Bonda	38
Wednesday	Sunny	Yes	Dosa	60
Saturday	Sunny	Yes	Punukulu	255
Monday	Rainy	Yes	Dosa	101
Monday	Sunny	No	Mirchi Bhajji	287
Thursday	Cloudy	Yes	Mysore Bonda	266
Friday	Cloudy	Yes	Mirchi Bhajji	297
Saturday	Rainy	No	Idli	261
Tuesday	Rainy	No	Mirchi Bhajji	34
Saturday	Sunny	Yes	Biryani	278
Thursday	Cloudy	Yes	Pesarattu	244
Monday	Rainy	Yes	Mirchi Bhajji	113
Saturday	Rainy	Yes	Dosa	156
Saturday	Rainy	No	Pani Puri	265
Tuesday	Cloudy	No	Idli	118
Saturday	Sunny	No	Mysore Bonda	38
Monday	Cloudy	No	Dosa	193
Friday	Cloudy	No	Dosa	51
Tuesday	Cloudy	Yes	Idli	107
Friday	Cloudy	No	Biryani	179
Saturday	Sunny	No	Biryani	98
Wednesday	Cloudy	No	Pesarattu	230
Friday	Rainy	Yes	Mysore Bonda	254
Saturday	Sunny	No	Samosa	73
Thursday	Cloudy	Yes	Pani Puri	235
Saturday	Cloudy	No	Mysore Bonda	139
Friday	Cloudy	No	Mirchi Bhajji	25
Wednesday	Cloudy	No	Mirchi Bhajji	275
Saturday	Sunny	Yes	Idli	111
Friday	Sunny	Yes	Pesarattu	298
Friday	Cloudy	No	Punukulu	258
Saturday	Cloudy	Yes	Biryani	236
Tuesday	Sunny	No	Pani Puri	162
Tuesday	Cloudy	No	Biryani	269
Thursday	Sunny	No	Dosa	50
Monday	Sunny	Yes	Dosa	145
Friday	Rainy	Yes	Samosa	143
Saturday	Rainy	No	Samosa	212
Tuesday	Rainy	Yes	Dosa	202
Thursday	Rainy	Yes	Pani Puri	300
Sunday	Sunny	Yes	Punukulu	28
Monday	Cloudy	Yes	Dosa	254
Wednesday	Sunny	No	Mirchi Bhajji	254
Monday	Sunny	No	Mysore Bonda	104
Friday	Cloudy	Yes	Pani Puri	215
Wednesday	Rainy	No	Pani Puri	256
Saturday	Rainy	No	Pani Puri	273
Wednesday	Rainy	No	Pani Puri	208
Monday	Cloudy	No	Dosa	218
Tuesday	Rainy	Yes	Mysore Bonda	78
Wednesday	Rainy	No	Pesarattu	58
Friday	Sunny	No	Idli	180
Tuesday	Rainy	No	Idli	51
Thursday	Rainy	Yes	Samosa	221
Saturday	Cloudy	Yes	Samosa	114
Monday	Cloudy	No	Mysore Bonda	171
Saturday	Cloudy	No	Idli	50
Sunday	Sunny	Yes	Idli	262
Saturday	Cloudy	No	Mysore Bonda	123
Monday	Rainy	Yes	Pesarattu	49
Tuesday	Rainy	No	Dosa	108
Saturday	Sunny	Yes	Pesarattu	166
Monday	Rainy	Yes	Dosa	243
Tuesday	Cloudy	Yes	Pesarattu	66
Tuesday	Rainy	Yes	Punukulu	39
Wednesday	Rainy	Yes	Pani Puri	264
Friday	Cloudy	Yes	Biryani	164
Sunday	Cloudy	No	Samosa	89
Sunday	Rainy	Yes	Idli	186
Wednesday	Cloudy	Yes	Samosa	64
Sunday	Sunny	Yes	Pesarattu	139
Wednesday	Rainy	No	Mysore Bonda	55
Tuesday	Sunny	No	Idli	256
Thursday	Rainy	No	Samosa	115
Thursday	Sunny	No	Idli	79
Sunday	Sunny	Yes	Biryani	104
Friday	Sunny	Yes	Punukulu	62
Tuesday	Sunny	Yes	Pesarattu	176
Friday	Sunny	Yes	Punukulu	45
Friday	Rainy	Yes	Mirchi Bhajji	231
Wednesday	Cloudy	Yes	Dosa	79
Sunday	Rainy	Yes	Biryani	282
Tuesday	Sunny	Yes	Dosa	184
Thursday	Rainy	Yes	Samosa	246
Tuesday	Sunny	No	Mirchi Bhajji	270
Monday	Cloudy	Yes	Mysore Bonda	63
Monday	Rainy	Yes	Punukulu	67
Friday	Sunny	No	Pesarattu	38
Wednesday	Sunny	Yes	Dosa	125
Sunday	Sunny	Yes	Dosa	159
Sunday	Cloudy	No	Mirchi Bhajji	34
Thursday	Sunny	No	Punukulu	263
Sunday	Cloudy	No	Biryani	273
Thursday	Cloudy	Yes	Pani Puri	255
Tuesday	Sunny	Yes	Mirchi Bhajji	126
Monday	Cloudy	Yes	Dosa	274
Saturday	Rainy	Yes	Samosa	48
Wednesday	Rainy	No	Biryani	116
Sunday	Rainy	No	Dosa	50
Thursday	Cloudy	No	Biryani	26
Wednesday	Rainy	No	Mirchi Bhajji	223
Thursday	Rainy	Yes	Idli	146
Tuesday	Rainy	No	Biryani	34
Thursday	Sunny	No	Punukulu	24
Sunday	Sunny	No	Samosa	160
Saturday	Sunny	No	Dosa	147
Tuesday	Sunny	No	Dosa	35
Sunday	Cloudy	No	Punukulu	271
Wednesday	Cloudy	Yes	Idli	144
Thursday	Cloudy	Yes	Mysore Bonda	115
Tuesday	Rainy	No	Punukulu	92
Saturday	Cloudy	No	Pesarattu	202
Wednesday	Sunny	Yes	Samosa	235
Sunday	Sunny	Yes	Pesarattu	285
Sunday	Sunny	Yes	Mirchi Bhajji	273
Friday	Rainy	Yes	Punukulu	270
Tuesday	Cloudy	Yes	Idli	143
Friday	Sunny	Yes	Pesarattu	140
Thursday	Cloudy	No	Pani Puri	285
Wednesday	Cloudy	No	Pesarattu	284
Thursday	Rainy	No	Pesarattu	70
Thursday	Sunny	No	Samosa	86
Monday	Cloudy	Yes	Samosa	254
Wednesday	Cloudy	Yes	Mysore Bonda	266
Thursday	Sunny	Yes	Pesarattu	203
Friday	Cloudy	Yes	Punukulu	72
Monday	Rainy	No	Pesarattu	60
Wednesday	Cloudy	Yes	Punukulu	77
Saturday	Cloudy	Yes	Mirchi Bhajji	55
Monday	Cloudy	No	Samosa	72
Wednesday	Cloudy	Yes	Dosa	212
Monday	Sunny	Yes	Mirchi Bhajji	31
Sunday	Cloudy	No	Pani Puri	158
Thursday	Cloudy	No	Idli	223
Friday	Sunny	No	Punukulu	150
Sunday	Sunny	No	Mysore Bonda	65
Wednesday	Sunny	Yes	Pesarattu	159
Saturday	Rainy	No	Pesarattu	193
Sunday	Rainy	No	Mirchi Bhajji	237
Monday	Sunny	Yes	Biryani	64
Monday	Rainy	No	Idli	97
Thursday	Sunny	Yes	Punukulu	212
Sunday	Rainy	No	Pesarattu	84
Saturday	Sunny	No	Dosa	219
Sunday	Rainy	Yes	Punukulu	208
Saturday	Sunny	No	Mysore Bonda	30
Sunday	Rainy	Yes	Pesarattu	35
Sunday	Rainy	Yes	Mirchi Bhajji	204
Monday	Rainy	Yes	Samosa	116
Thursday	Rainy	No	Biryani	143
Wednesday	Rainy	No	Punukulu	159
Tuesday	Rainy	No	Mysore Bonda	37
Monday	Rainy	No	Idli	269
Friday	Cloudy	No	Samosa	176
Sunday	Sunny	No	Pesarattu	165
Friday	Rainy	No	Mirchi Bhajji	188
Wednesday	Sunny	Yes	Mysore Bonda	201
Sunday	Cloudy	Yes	Mysore Bonda	195
Tuesday	Rainy	Yes	Biryani	77
Thursday	Rainy	Yes	Mysore Bonda	124
Wednesday	Cloudy	No	Pesarattu	183
Friday	Sunny	Yes	Pani Puri	80
Sunday	Cloudy	Yes	Punukulu	136
Sunday	Sunny	No	Pesarattu	283
Friday	Cloudy	Yes	Biryani	47
Monday	Cloudy	Yes	Mysore Bonda	72
Tuesday	Rainy	No	Pani Puri	249
Thursday	Sunny	Yes	Biryani	158
Sunday	Rainy	No	Punukulu	164
Monday	Rainy	No	Idli	145
Wednesday	Rainy	No	Idli	297
Tuesday	Rainy	Yes	Mysore Bonda	106
Saturday	Rainy	No	Pani Puri	227
Saturday	Cloudy	Yes	Dosa	44
Tuesday	Cloudy	No	Mirchi Bhajji	160
Saturday	Cloudy	No	Samosa	62
Wednesday	Rainy	Yes	Samosa	288
Sunday	Cloudy	Yes	Punukulu	162
Monday	Rainy	Yes	Mysore Bonda	81
Monday	Cloudy	Yes	Samosa	173
Thursday	Cloudy	No	Mirchi Bhajji	61
Monday	Rainy	Yes	Biryani	254
Wednesday	Cloudy	Yes	Pesarattu	270
Tuesday	Rainy	No	Idli	143
Thursday	Rainy	No	Pesarattu	273
Thursday	Sunny	Yes	Mysore Bonda	81
Saturday	Sunny	No	Dosa	108
Wednesday	Sunny	Yes	Samosa	35
Friday	Sunny	Yes	Mirchi Bhajji	267
Friday	Rainy	Yes	Mirchi Bhajji	227
Thursday	Rainy	Yes	Idli	297
Thursday	Cloudy	Yes	Punukulu	130
Sunday	Rainy	No	Mysore Bonda	52
Thursday	Cloudy	No	Punukulu	88
Monday	Rainy	Yes	Biryani	116
Saturday	Rainy	No	Biryani	30
Thursday	Sunny	Yes	Mysore Bonda	286
Sunday	Sunny	No	Mirchi Bhajji	135
Tuesday	Sunny	No	Biryani	283
Tuesday	Cloudy	No	Idli	242
Thursday	Rainy	No	Punukulu	245
Sunday	Cloudy	Yes	Mirchi Bhajji	197
Monday	Cloudy	No	Pesarattu	194
Thursday	Cloudy	No	Idli	238
Thursday	Cloudy	No	Pesarattu	65
Sunday	Rainy	Yes	Punukulu	72
Thursday	Rainy	No	Mysore Bonda	264
Friday	Cloudy	Yes	Biryani	119
Wednesday	Cloudy	Yes	Idli	51
Tuesday	Cloudy	Yes	Mirchi Bhajji	135
Monday	Sunny	Yes	Mirchi Bhajji	150
Wednesday	Sunny	No	Mysore Bonda	134
Tuesday	Sunny	Yes	Mysore Bonda	152
Sunday	Sunny	No	Dosa	191
Monday	Cloudy	No	Idli	96
Wednesday	Cloudy	No	Mysore Bonda	208
Monday	Sunny	No	Punukulu	122
Thursday	Rainy	Yes	Biryani	203
Sunday	Sunny	No	Mirchi Bhajji	126
Tuesday	Sunny	No	Mirchi Bhajji	138
Tuesday	Cloudy	Yes	Idli	292
Wednesday	Rainy	No	Idli	286
Tuesday	Cloudy	Yes	Dosa	274
Saturday	Sunny	Yes	Pani Puri	126
Monday	Sunny	Yes	Dosa	261
Sunday	Rainy	Yes	Biryani	298
Saturday	Rainy	No	Idli	126
Wednesday	Sunny	Yes	Mysore Bonda	25
Wednesday	Sunny	Yes	Dosa	120
Saturday	Sunny	Yes	Punukulu	163
Wednesday	Cloudy	Yes	Idli	204
Saturday	Cloudy	Yes	Pesarattu	257
Tuesday	Cloudy	Yes	Punukulu	210
Sunday	Rainy	Yes	Mysore Bonda	235
Friday	Rainy	No	Punukulu	28
Saturday	Rainy	No	Pesarattu	209
Sunday	Rainy	No	Pesarattu	174
Saturday	Rainy	Yes	Samosa	208
Thursday	Rainy	Yes	Mysore Bonda	100
Thursday	Cloudy	Yes	Pani Puri	125
Saturday	Sunny	No	Dosa	239
Friday	Rainy	No	Dosa	154
Saturday	Sunny	Yes	Biryani	133
Friday	Cloudy	No	Punukulu	131
Saturday	Sunny	Yes	Pani Puri	31
Tuesday	Sunny	Yes	Punukulu	211
Sunday	Rainy	No	Pani Puri	205
Sunday	Sunny	Yes	Idli	189
Monday	Cloudy	No	Mirchi Bhajji	288
Thursday	Rainy	Yes	Mirchi Bhajji	254
Tuesday	Cloudy	No	Mirchi Bhajji	261
Monday	Cloudy	No	Dosa	92
Friday	Rainy	No	Samosa	20
Tuesday	Rainy	No	Idli	178
Tuesday	Cloudy	No	Idli	98
Monday	Cloudy	No	Mirchi Bhajji	143
Saturday	Cloudy	No	Dosa	232
Tuesday	Rainy	No	Pani Puri	167
Monday	Sunny	No	Pani Puri	166
Thursday	Cloudy	No	Pani Puri	121
Monday	Cloudy	Yes	Punukulu	271
Tuesday	Sunny	Yes	Idli	66
Monday	Rainy	Yes	Mysore Bonda	124
Thursday	Rainy	No	Dosa	105
Wednesday	Rainy	No	Mysore Bonda	124
Saturday	Rainy	Yes	Idli	124
Wednesday	Rainy	No	Pesarattu	129
Friday	Sunny	No	Mirchi Bhajji	22
Sunday	Sunny	Yes	Biryani	25
Wednesday	Rainy	No	Mirchi Bhajji	31
Saturday	Cloudy	Yes	Idli	231
Wednesday	Cloudy	No	Punukulu	121
Saturday	Cloudy	No	Pani Puri	163
Monday	Cloudy	No	Biryani	31
Friday	Sunny	No	Samosa	232
Wednesday	Rainy	No	Punukulu	75
Monday	Cloudy	No	Mysore Bonda	146
Saturday	Cloudy	No	Mirchi Bhajji	173
Wednesday	Cloudy	Yes	Dosa	296
Thursday	Rainy	Yes	Pani Puri	86
Friday	Rainy	Yes	Pani Puri	219
Thursday	Cloudy	Yes	Punukulu	117
Thursday	Rainy	No	Mysore Bonda	246
Monday	Rainy	Yes	Mysore Bonda	160
Tuesday	Cloudy	No	Biryani	226
Friday	Cloudy	Yes	Punukulu	40
Thursday	Sunny	No	Biryani	96
Tuesday	Sunny	No	Pesarattu	221
Sunday	Rainy	Yes	Pesarattu	133
Wednesday	Sunny	No	Pesarattu	290
Thursday	Rainy	No	Idli	77
Tuesday	Sunny	No	Mirchi Bhajji	36
Sunday	Sunny	No	Samosa	22
Friday	Rainy	Yes	Dosa	189
Sunday	Cloudy	No	Pesarattu	215
Thursday	Sunny	No	Biryani	128
Thursday	Cloudy	No	Mysore Bonda	161
Thursday	Cloudy	Yes	Samosa	238
Monday	Sunny	Yes	Samosa	193
Monday	Sunny	No	Pani Puri	199
Friday	Cloudy	Yes	Biryani	41
Sunday	Cloudy	Yes	Pani Puri	286
Friday	Sunny	Yes	Dosa	210
Tuesday	Rainy	No	Mirchi Bhajji	20
Monday	Sunny	No	Pani Puri	20
Sunday	Sunny	Yes	Pani Puri	266
Tuesday	Rainy	Yes	Samosa	35
Monday	Sunny	No	Pani Puri	258
Monday	Rainy	Yes	Pani Puri	48
Thursday	Rainy	Yes	Pesarattu	79
Tuesday	Cloudy	No	Biryani	202
Wednesday	Sunny	Yes	Dosa	230
Friday	Cloudy	Yes	Punukulu	241
Sunday	Rainy	No	Samosa	267
Monday	Rainy	Yes	Pesarattu	95
Friday	Sunny	Yes	Punukulu	207
Monday	Cloudy	Yes	Mirchi Bhajji	62
Tuesday	Rainy	Yes	Dosa	91
Monday	Sunny	No	Pani Puri	103
Tuesday	Sunny	No	Biryani	46
Sunday	Sunny	No	Samosa	261
Thursday	Cloudy	No	Mirchi Bhajji	99
Saturday	Cloudy	No	Punukulu	23
Thursday	Cloudy	Yes	Samosa	112
Thursday	Rainy	Yes	Biryani	137
Monday	Cloudy	No	Samosa	239
Wednesday	Cloudy	Yes	Idli	76
Monday	Rainy	No	Biryani	52
Friday	Sunny	Yes	Idli	137
Sunday	Rainy	Yes	Dosa	50
Tuesday	Cloudy	No	Punukulu	273
Friday	Rainy	Yes	Biryani	239
Sunday	Sunny	Yes	Samosa	165
Sunday	Rainy	No	Mirchi Bhajji	278
Saturday	Rainy	Yes	Biryani	218
Saturday	Sunny	No	Punukulu	44
Wednesday	Cloudy	Yes	Pani Puri	103
Monday	Sunny	Yes	Biryani	131
Sunday	Cloudy	Yes	Punukulu	82
Thursday	Cloudy	Yes	Punukulu	26
Wednesday	Cloudy	No	Biryani	297
Saturday	Sunny	No	Samosa	151
Monday	Rainy	Yes	Pesarattu	237
Friday	Cloudy	No	Pesarattu	200
Monday	Cloudy	Yes	Pani Puri	276
Monday	Cloudy	Yes	Mysore Bonda	154
Wednesday	Cloudy	No	Punukulu	132
Saturday	Rainy	No	Biryani	269
Wednesday	Sunny	No	Samosa	176
Tuesday	Rainy	Yes	Pesarattu	203
Thursday	Rainy	No	Mirchi Bhajji	111
Wednesday	Sunny	No	Mysore Bonda	227
Sunday	Cloudy	Yes	Pani Puri	119
Monday	Sunny	No	Pesarattu	273
Tuesday	Rainy	No	Samosa	260
Wednesday	Rainy	No	Punukulu	183
Friday	Sunny	Yes	Mirchi Bhajji	86
Friday	Cloudy	No	Samosa	81
Sunday	Cloudy	No	Idli	296
Thursday	Cloudy	Yes	Dosa	177
Friday	Rainy	Yes	Pesarattu	224
Friday	Rainy	No	Mysore Bonda	43
Monday	Cloudy	No	Mirchi Bhajji	100
Sunday	Cloudy	No	Pesarattu	42
Tuesday	Sunny	No	Mysore Bonda	87
Tuesday	Sunny	Yes	Pani Puri	95
Wednesday	Sunny	Yes	Pani Puri	97
Wednesday	Rainy	No	Biryani	20
Friday	Cloudy	No	Mirchi Bhajji	52
Thursday	Sunny	Yes	Pani Puri	48
